compound name,smiles,[-CH3],[-CH2-],[>CH-],[>C<],(-CH2-)R,(>CH-)R,(>C<)R,[=CH2],[=CH-],[=C<],(=CH-)R,(=C<)R,aCHa,saCa,aaCa,[-OH](alcohol),[-OH](phenol),[-O-],(-O-)R,[>C=O],(>C=O)R,[-CHO],[-COO-],[-COOH],FP,MW
"Phenethyl alcohol, alpha,alpha-dimethyl-",CC(C)(O)Cc1ccccc1,20,9.3333,0,8,0,0,0,0,0,0,0,0,43.3333,8,0,11.3333,0,0,0,0,0,0,0,0,354.25,150
4-methylheptan-4-ol,CCCC(C)(O)CCC,34.6154,43.0769,0,9.2308,0,0,0,0,0,0,0,0,0,0,0,13.0769,0,0,0,0,0,0,0,0,333.75,130
phenoxymethylbenzene,c1ccc(COc2ccccc2)cc1,0,7.6087,0,0,0,0,0,0,0,0,0,0,70.6522,13.0435,0,0,0,8.6957,0,0,0,0,0,0,383.95,184
6undecanone,CCCCCC(=O)CCCCC,17.6471,65.8824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4706,0,0,0,0,361,170
methyl 4-hydroxy-3-methoxybenzoate,COC(=O)c1ccc(O)c(OC)c1,16.4835,0,0,0,0,0,0,0,0,0,0,0,21.4286,19.7802,0,0,9.3407,8.7912,0,0,0,0,24.1758,0,393.35,182
"2-Propen-1-ol, 3-phenyl-, formate",O=COCC=Cc1ccccc1,0,8.642,0,0,0,0,0,0,16.0494,0,0,0,40.1235,7.4074,0,0,0,9.8765,0,0,0,17.9012,0,0,400.85,162
"Propanoic acid, 2-hydroxy-",CC(O)C(=O)O,16.6667,0,14.4444,0,0,0,0,0,0,0,0,0,0,0,0,18.8889,0,0,0,0,0,0,0,50,383.086,90
2-hydroxypropyl 2-methylprop-2-enoate,C=C(C)C(=O)OCC(C)O,20.8333,9.7222,9.0278,0,0,0,0,9.7222,0,8.3333,0,0,0,0,0,11.8056,0,0,0,0,0,0,30.5556,0,360.05,144
"Acetic acid, 2-(2-(2-methoxyethoxy)ethoxy)ethyl ester",COCCOCCOCCOC(C)=O,14.5631,40.7767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.301,0,0,0,0,21.3592,0,378.95,206
"3,4-dimethylhexan-2-ol",CCC(C)C(C)C(C)O,46.1538,10.7692,30,0,0,0,0,0,0,0,0,0,0,0,0,13.0769,0,0,0,0,0,0,0,0,332.35,130
3-methylcyclohex-2-en-1-one,CC1=CC(=O)CCC1,13.6364,0,0,0,38.1818,0,0,0,0,0,11.8182,10.9091,0,0,0,0,0,0,0,0,25.4545,0,0,0,341.45,110
"(3S,5S)-3,5-dimethylheptan-4-one",CC[C@H](C)C(=O)[C@@H](C)CC,42.2535,19.7183,18.3099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7183,0,0,0,0,317.85,142
1-ethylcyclohexan-1-ol,CCC1(O)CCCCC1,11.7188,10.9375,0,0,54.6875,0,9.375,0,0,0,0,0,0,0,0,13.2812,0,0,0,0,0,0,0,0,341.35,128
2ethyl1butanol,CCC(CC)CO,29.4118,41.1765,12.7451,0,0,0,0,0,0,0,0,0,0,0,0,16.6667,0,0,0,0,0,0,0,0,330,102
2-methyl-6-propan-2-ylphenol,Cc1cccc(C(C)C)c1O,30,0,8.6667,0,0,0,0,0,0,0,0,0,26,24,0,0,11.3333,0,0,0,0,0,0,0,368.75,150
ethyl 4-hydroxybenzoate,CCOC(=O)c1ccc(O)cc1,9.0361,8.4337,0,0,0,0,0,0,0,0,0,0,31.3253,14.4578,0,0,10.241,0,0,0,0,0,26.506,0,393.45,166
4-methylhexan-3-one,CCC(=O)C(C)CC,39.4737,24.5614,11.4035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5614,0,0,0,0,304.15,114
3-methylhexan-3-ol,CCCC(C)(O)CC,38.7931,36.2069,0,10.3448,0,0,0,0,0,0,0,0,0,0,0,14.6552,0,0,0,0,0,0,0,0,322.55,116
"Estra-1,3,5(10)-triene-3,17-diol, (17beta)-",C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,5.5147,0,0,0,30.8824,19.1176,4.4118,0,0,0,0,0,14.3382,13.2353,0,6.25,6.25,0,0,0,0,0,0,0,482.75,272
"Pentane-1,2-diol",CCCC(O)CO,14.4231,40.3846,12.5,0,0,0,0,0,0,0,0,0,0,0,0,32.6923,0,0,0,0,0,0,0,0,377.15,104
propyl prop-2-enoate,C=CC(=O)OCCC,13.1579,24.5614,0,0,0,0,0,12.2807,11.4035,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5965,0,299.25,114
1-cyclopropylethanol,CC(O)C1CC1,17.4419,0,15.1163,0,32.5581,15.1163,0,0,0,0,0,0,0,0,0,19.7674,0,0,0,0,0,0,0,0,303.75,86
ethyl 2-oxo-2-phenylacetate,CCOC(=O)C(=O)c1ccccc1,8.427,7.8652,0,0,0,0,0,0,0,0,0,0,36.5169,6.7416,0,0,0,0,0,15.7303,0,0,24.7191,0,386.15,178
"Cyclohexanone, 2-methyl-5-(1-methylethenyl)-",C=C(C)C1CCC(C)C(=O)C1,19.7368,0,0,0,27.6316,17.1053,0,9.2105,0,7.8947,0,0,0,0,0,0,0,0,0,0,18.4211,0,0,0,354.25,152
"but-3-ene-1,2-diol",C=CC(O)CO,0,15.9091,14.7727,0,0,0,0,15.9091,14.7727,0,0,0,0,0,0,38.6364,0,0,0,0,0,0,0,0,362.45,88
"Phenol, 2-methoxy-4-(1-propenyl)-, acetate",CC=Cc1ccc(OC(C)=O)c(OC)c1,21.8447,0,0,0,0,0,0,0,12.6214,0,0,0,18.932,17.4757,0,0,0,7.767,0,0,0,0,21.3592,0,387.05,206
"Benzenemethanol, 4-(1-methylethyl)-",CC(C)c1ccc(CO)cc1,20,9.3333,8.6667,0,0,0,0,0,0,0,0,0,34.6667,16,0,11.3333,0,0,0,0,0,0,0,0,379.15,150
"Ethanol, 2-(ethenyloxy)- (9CI)",C=COCCO,0,31.8182,0,0,0,0,0,15.9091,14.7727,0,0,0,0,0,0,19.3182,0,18.1818,0,0,0,0,0,0,323.15,88
2-Methylenehexanal,C=C(C=O)CCCC,13.3929,37.5,0,0,0,0,0,12.5,0,10.7143,0,0,0,0,0,0,0,0,0,0,0,25.8929,0,0,306.45,112
"Butanoic acid, hexyl ester",CCCCCCOC(=O)CCC,17.4419,56.9767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5814,0,354.25,172
(E)-pent-3-en-2-one,C/C=C/C(C)=O,35.7143,0,0,0,0,0,0,0,30.9524,0,0,0,0,0,0,0,0,0,0,33.3333,0,0,0,0,292.95,84
"2,6-Octadien-1-ol, 3,7-dimethyl-, benzoate, (2E)-",CC(C)=CCC/C(C)=C/COC(=O)c1ccccc1,17.4419,16.2791,0,0,0,0,0,0,10.0775,9.3023,0,0,25.1938,4.6512,0,0,0,0,0,0,0,0,17.0543,0,426.55,258
"4,7-Methanoindan, 3a,4,5,6,7,7a-hexahydro-1,2:5,6-diepoxy-",C1C2OC2C2C1C1CC2C2OC12,0,0,0,0,17.0732,63.4146,0,0,0,0,0,0,0,0,0,0,0,0,19.5122,0,0,0,0,0,407.55,164
tert-Butyl propyl ketone,CCCC(=O)C(C)(C)C,46.875,21.875,0,9.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.875,0,0,0,0,307.55,128
"Pentanoic acid, butyl ester",CCCCOC(=O)CCCC,18.9873,53.1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8481,0,337.85,158
Oct-1-ene-3-ol,C=CC(O)CCCCC,11.7188,43.75,10.1562,0,0,0,0,10.9375,10.1562,0,0,0,0,0,0,13.2812,0,0,0,0,0,0,0,0,334.25,128
2-[di(propan-2-yloxy)methoxy]propane,CC(C)OC(OC(C)C)OC(C)C,47.3684,0,27.3684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2632,0,0,0,0,0,0,315.15,190
nonan-4-one,CCCCCC(=O)CCC,21.1268,59.1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7183,0,0,0,0,334.55,142
"heptane-1,7-diol",OCCCCCCCO,0,74.2424,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7576,0,0,0,0,0,0,0,0,394.05,132
2-methylcyclopent-2-en-1-one,CC1=CCCC1=O,15.625,0,0,0,29.1667,0,0,0,0,0,13.5417,12.5,0,0,0,0,0,0,0,0,29.1667,0,0,0,326.25,96
"Benzene, 1-methoxy-4-(1-propenyl)-, (E)-",C/C=C/c1ccc(OC)cc1,20.2703,0,0,0,0,0,0,0,17.5676,0,0,0,35.1351,16.2162,0,0,0,10.8108,0,0,0,0,0,0,361.55,148
"Pentanal, 2-methylene- (9CI)",C=C(C=O)CCC,15.3061,28.5714,0,0,0,0,0,14.2857,0,12.2449,0,0,0,0,0,0,0,0,0,0,0,29.5918,0,0,302.25,98
methyl naphthalene-2-carboxylate,COC(=O)c1ccc2ccccc2c1,8.0645,0,0,0,0,0,0,0,0,0,0,0,48.9247,6.4516,12.9032,0,0,0,0,0,0,0,23.6559,0,418.95,186
naphthalen-1-ylmethanol,OCc1cccc2ccccc12,0,8.8608,0,0,0,0,0,0,0,0,0,0,57.5949,7.5949,15.1899,10.7595,0,0,0,0,0,0,0,0,427.15,158
Cyclopent-2-en-1-ol,OC1C=CCC1,0,0,0,0,33.3333,15.4762,0,0,0,0,30.9524,0,0,0,0,20.2381,0,0,0,0,0,0,0,0,328.25,84
"2-Pentanone, 5-(acetyloxy)- (9CI)",CC(=O)CCCOC(C)=O,20.8333,29.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4444,0,0,30.5556,0,358.55,144
(E)-pent-2-en-1-ol,CC/C=C/CO,17.4419,32.5581,0,0,0,0,0,0,30.2326,0,0,0,0,0,0,19.7674,0,0,0,0,0,0,0,0,323.75,86
2-ethoxyphenol,CCOc1ccccc1O,10.8696,10.1449,0,0,0,0,0,0,0,0,0,0,37.6812,17.3913,0,0,12.3188,11.5942,0,0,0,0,0,0,364.25,138
"3-Cyclohexen-1-ol, 4-methyl-1-(1-methylethyl)-",CC1=CCC(O)(C(C)C)CC1,29.2208,0,8.4416,0,27.2727,0,7.7922,0,0,0,8.4416,7.7922,0,0,0,11.039,0,0,0,0,0,0,0,0,355.15,154
6-methyl-3-propan-2-ylcyclohex-2-en-1-ol,CC(C)C1=CC(O)C(C)CC1,29.2208,0,8.4416,0,18.1818,16.8831,0,0,0,0,8.4416,7.7922,0,0,0,11.039,0,0,0,0,0,0,0,0,362.95,154
3-cyclohexylpropanoic acid,O=C(O)CCC1CCCCC1,0,17.9487,0,0,44.8718,8.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8462,404.65,156
"Propane, 1,2-epoxy-3-phenoxy-",c1ccc(OCC2CO2)cc1,0,9.3333,0,0,9.3333,8.6667,0,0,0,0,0,0,43.3333,8,0,0,0,10.6667,10.6667,0,0,0,0,0,367.907,150
"Bicyclo(3.1.0)hexan-3-one, 4-methyl-1-(1-methylethyl)-, (1S,4R,5R)-",CC(C)[C@]12CC(=O)[C@H](C)[C@H]1C2,29.6053,0,8.5526,0,18.4211,17.1053,7.8947,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4211,0,0,0,337.55,152
1-(2-hydroxy-5-methylphenyl)ethanone,CC(=O)c1cc(C)ccc1O,20,0,0,0,0,0,0,0,0,0,0,0,26,24,0,0,11.3333,0,0,18.6667,0,0,0,0,372.95,150
"1,2-diphenylethanone",O=C(Cc1ccccc1)c1ccccc1,0,7.1429,0,0,0,0,0,0,0,0,0,0,66.3265,12.2449,0,0,0,0,0,14.2857,0,0,0,0,410.15,196
"1,1,1-trimethoxyethane",COC(C)(OC)OC,50,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,289.15,120
2-(1-Cyclohexen-1-yl)cyclohexan-1-one,O=C1CCCCC1C1=CCCCC1,0,0,0,0,62.9213,7.3034,0,0,0,0,7.3034,6.7416,0,0,0,0,0,0,0,0,15.7303,0,0,0,389.25,178
"Ethanol, 2-butoxy-, acetate",CCCCOCCOC(C)=O,18.75,43.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,27.5,0,349.25,160
2-methylpentan-2-ol,CCCC(C)(C)O,44.1176,27.451,0,11.7647,0,0,0,0,0,0,0,0,0,0,0,16.6667,0,0,0,0,0,0,0,0,294.25,102
"(2,6,6-trimethylcyclohex-2-en-1-yl)methanol",CC1=CCCC(C)(C)C1CO,29.2208,9.0909,0,0,18.1818,8.4416,7.7922,0,0,0,8.4416,7.7922,0,0,0,11.039,0,0,0,0,0,0,0,0,354.85,154
"Hexanedial, 2-hydroxy-",O=CCCCC(O)C=O,0,32.3077,10,0,0,0,0,0,0,0,0,0,0,0,0,13.0769,0,0,0,0,0,44.6154,0,0,380.75,130
"Butanoic acid, 2-ethyl-2-methyl-",CCC(C)(CC)C(=O)O,34.6154,21.5385,0,9.2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6154,365.15,130
"3,5-dimethylcyclohexan-1-ol",CC1CC(C)CC(O)C1,23.4375,0,0,0,32.8125,30.4688,0,0,0,0,0,0,0,0,0,13.2812,0,0,0,0,0,0,0,0,346.45,128
"diethyl 2,2-bis(prop-2-enyl)propanedioate",C=CCC(CC=C)(C(=O)OCC)C(=O)OCC,12.5,23.3333,0,5,0,0,0,11.6667,10.8333,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6667,0,379.878,240
"(Z)-3,4-dimethylhex-3-en-2-one",CC/C(C)=C(/C)C(C)=O,47.619,11.1111,0,0,0,0,0,0,0,19.0476,0,0,0,0,0,0,0,0,0,22.2222,0,0,0,0,334.55,126
(E)-2-methylbut-2-enal,C/C=C(\C)C=O,35.7143,0,0,0,0,0,0,0,15.4762,14.2857,0,0,0,0,0,0,0,0,0,0,0,34.5238,0,0,291.45,84
propan-2-yl propanoate,CCC(=O)OC(C)C,38.7931,12.069,11.2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.931,0,292.55,116
"2,5-dimethylhexan-3-one",CC(C)CC(=O)C(C)C,46.875,10.9375,20.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.875,0,0,0,0,307.35,128
"Phenol, 2-methoxy-4-methyl-",COc1cc(C)ccc1O,21.7391,0,0,0,0,0,0,0,0,0,0,0,28.2609,26.087,0,0,12.3188,11.5942,0,0,0,0,0,0,372.55,138
"Benzenemethanol, 4-hydroxy-3-methoxy-",COc1cc(CO)ccc1O,9.7403,9.0909,0,0,0,0,0,0,0,0,0,0,25.3247,23.3766,0,11.039,11.039,10.3896,0,0,0,0,0,0,416.35,154
9H-Xanthen-9-ol,OC1c2ccccc2Oc2ccccc21,0,0,0,0,0,6.5657,0,0,0,0,0,0,52.5253,24.2424,0,8.5859,0,0,8.0808,0,0,0,0,0,429.75,198
"2,5-Cyclohexadiene-1,4-dione, 2,3,5-trimethyl-",CC1=CC(=O)C(C)=C(C)C1=O,30,0,0,0,0,0,0,0,0,0,8.6667,24,0,0,0,0,0,0,0,0,37.3333,0,0,0,350.45,150
ethyl 4-methylhexanoate,CCOC(=O)CCC(C)CC,28.481,35.443,8.2278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8481,0,332.55,158
"Benzoic acid, 4-hydroxy-, 2-methylpropyl ester (9CI)",CC(C)COC(=O)c1ccc(O)cc1,15.4639,7.2165,6.701,0,0,0,0,0,0,0,0,0,26.8041,12.3711,0,0,8.7629,0,0,0,0,0,22.6804,0,398.55,194
"2-Butenoic acid, 2-methyl-, 1-methylethyl ester, (E)- (9CI)",C/C=C(\C)C(=O)OC(C)C,42.2535,0,9.1549,0,0,0,0,0,9.1549,8.4507,0,0,0,0,0,0,0,0,0,0,0,0,30.9859,0,328.05,142
"1,3,5-Cycloheptatriene",C1=CC=CCC=C1,0,0,0,0,15.2174,0,0,0,0,0,84.7826,0,0,0,0,0,0,0,0,0,0,0,0,0,299.85,92
"p-Anisaldehyde, 3-hydroxy- (8CI)",COc1ccc(C=O)cc1O,9.8684,0,0,0,0,0,0,0,0,0,0,0,25.6579,23.6842,0,0,11.1842,10.5263,0,0,0,19.0789,0,0,393.05,152
"Hexanedioic acid, 1,6-bis(2-methylpropyl) ester",CC(C)COC(=O)CCCCC(=O)OCC(C)C,23.2558,32.5581,10.0775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1085,0,395.75,258
"Benzoic acid, 4-hydroxy-, propyl ester",CCCOC(=O)c1ccc(O)cc1,8.3333,15.5556,0,0,0,0,0,0,0,0,0,0,28.8889,13.3333,0,0,9.4444,0,0,0,0,0,24.4444,0,397.75,180
"Valeric acid, propyl ester (8CI)",CCCCC(=O)OCCC,20.8333,48.6111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5556,0,325.55,144
"2-Butanone, 3-hydroxy-",CC(=O)C(C)O,34.0909,0,14.7727,0,0,0,0,0,0,0,0,0,0,0,0,19.3182,0,0,0,31.8182,0,0,0,0,322.85,88
"4a(4H)-Dibenzofurancarboxaldehyde, 1,5a,6,9,9a,9b-hexahydro-",O=CC12CC=CCC1C1CC=CCC1O2,0,0,0,0,27.451,19.1176,5.8824,0,0,0,25.4902,0,0,0,0,0,0,0,7.8431,0,0,14.2157,0,0,409.35,204
"2-Propenoic acid, 2-methyl-, 1,1-dimethylethyl ester",C=C(C)C(=O)OC(C)(C)C,42.2535,0,0,8.4507,0,0,0,9.8592,0,8.4507,0,0,0,0,0,0,0,0,0,0,0,0,30.9859,0,314.25,142
"ethyl 2,4-dioxopentanoate",CCOC(=O)C(=O)CC(C)=O,18.9873,17.7215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.443,0,0,27.8481,0,358.905,158
"2-Propanol, 1-(2-(2-methoxy-1-methylethoxy)-1-methylethoxy)-",COCC(C)OCC(C)OCC(C)O,29.1262,20.3883,18.932,0,0,0,0,0,0,0,0,0,0,0,0,8.2524,0,23.301,0,0,0,0,0,0,390.75,206
hex-5-enoic acid,C=CCCCC(=O)O,0,36.8421,0,0,0,0,0,12.2807,11.4035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.4737,373.25,114
Diethyl propylmalonate,CCCC(C(=O)OCC)C(=O)OCC,22.2772,27.7228,6.4356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5644,0,364.15,202
"Phenethyl alcohol, p-methyl- (8CI)",Cc1ccc(CCO)cc1,11.0294,20.5882,0,0,0,0,0,0,0,0,0,0,38.2353,17.6471,0,12.5,0,0,0,0,0,0,0,0,380.35,136
"Phenol, 4-propyl-",CCCc1ccc(O)cc1,11.0294,20.5882,0,0,0,0,0,0,0,0,0,0,38.2353,17.6471,0,0,12.5,0,0,0,0,0,0,0,379.25,136
2-Methylheptan-4-ol,CCCC(O)CC(C)C,34.6154,32.3077,20,0,0,0,0,0,0,0,0,0,0,0,0,13.0769,0,0,0,0,0,0,0,0,337.35,130
4-methylhexan-2-one,CCC(C)CC(C)=O,39.4737,24.5614,11.4035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5614,0,0,0,0,304.15,114
propyl heptanoate,CCCCCCC(=O)OCCC,17.4419,56.9767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5814,0,349.85,172
"2,2-dimethyl-1-phenylpropan-1-one",CC(C)(C)C(=O)c1ccccc1,27.7778,0,0,7.4074,0,0,0,0,0,0,0,0,40.1235,7.4074,0,0,0,0,0,17.284,0,0,0,0,359.15,162
"Pregn-4-ene-3,20-dione, 11,17,21-trihydroxy-, (11beta)-",C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,8.2873,3.8674,0,0,27.0718,14.3646,9.9448,0,0,0,3.5912,3.3149,0,0,0,14.0884,0,0,0,7.7348,7.7348,0,0,0,583.55,362
1-(4-hydroxyphenyl)ethanone,CC(=O)c1ccc(O)cc1,11.0294,0,0,0,0,0,0,0,0,0,0,0,38.2353,17.6471,0,0,12.5,0,0,20.5882,0,0,0,0,394.35,136
2-methylheptan-3-one,CCCCC(=O)C(C)C,35.1562,32.8125,10.1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.875,0,0,0,0,317.35,128
"2,5-dimethylhexan-2-ol",CC(C)CCC(C)(C)O,46.1538,21.5385,10,9.2308,0,0,0,0,0,0,0,0,0,0,0,13.0769,0,0,0,0,0,0,0,0,329.75,130
"Propanoic acid, 2-methyl-, phenylmethyl ester",CC(C)C(=O)OCc1ccccc1,16.8539,7.8652,7.3034,0,0,0,0,0,0,0,0,0,36.5169,6.7416,0,0,0,0,0,0,0,0,24.7191,0,368.65,178
"diethyl 2,2-diethylpropanedioate",CCOC(=O)C(CC)(CC)C(=O)OCC,27.7778,25.9259,0,5.5556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.7407,0,367.55,216
Anthraquinone,O=C1c2ccccc2C(=O)c2ccccc21,0,0,0,0,0,0,0,0,0,0,0,0,50,23.0769,0,0,0,0,0,0,26.9231,0,0,0,458.15,208
(3-methylphenyl) acetate,CC(=O)Oc1cccc(C)c1,20,0,0,0,0,0,0,0,0,0,0,0,34.6667,16,0,0,0,0,0,0,0,0,29.3333,0,358.35,150
1-(4-phenylphenyl)ethanone,CC(=O)c1ccc(-c2ccccc2)cc1,7.6531,0,0,0,0,0,0,0,0,0,0,0,59.6939,18.3673,0,0,0,0,0,14.2857,0,0,0,0,413.05,196
"Methacrylic acid, tetrahydrofurfuryl ester (8CI)",C=C(C)C(=O)OCC1CCCO1,8.8235,8.2353,0,0,24.7059,7.6471,0,8.2353,0,7.0588,0,0,0,0,0,0,0,0,9.4118,0,0,0,25.8824,0,364.15,170
"1,2,3-trimethoxypropane",COCC(COC)OC,33.5821,20.8955,9.7015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.8209,0,0,0,0,0,0,315.85,134
methyl 2-hydroxy-4-methylbenzoate,COC(=O)c1ccc(C)cc1O,18.0723,0,0,0,0,0,0,0,0,0,0,0,23.494,21.6867,0,0,10.241,0,0,0,0,0,26.506,0,370.95,166
"Benzoic acid, 2-(acetyloxy)-, 2-carboxyphenyl ester",CC(=O)Oc1ccccc1C(=O)Oc1ccccc1C(=O)O,5,0,0,0,0,0,0,0,0,0,0,0,34.6667,16,0,0,0,0,0,0,0,0,29.3333,15,477.05,300
"Phenol, 2-(1-methylethyl)-",CC(C)c1ccccc1O,22.0588,0,9.5588,0,0,0,0,0,0,0,0,0,38.2353,17.6471,0,0,12.5,0,0,0,0,0,0,0,380.15,136
"1,2-Cyclohexanedicarboxylic acid, cis-",O=C(O)[C@H]1CCCC[C@H]1C(=O)O,0,0,0,0,32.5581,15.1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.3256,473.45,172
"Propanoic acid, 1,1-dimethylethyl ester",CCC(=O)OC(C)(C)C,46.1538,10.7692,0,9.2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8462,0,298.55,130
"2,3-dimethylpentan-3-ol",CCC(C)(O)C(C)C,51.7241,12.069,11.2069,10.3448,0,0,0,0,0,0,0,0,0,0,0,14.6552,0,0,0,0,0,0,0,0,313.75,116
MethylIsobutyrate,COC(=O)C(C)C,44.1176,0,12.7451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.1373,0,276,102
cyclobutyl(phenyl)methanone,O=C(c1ccccc1)C1CCC1,0,0,0,0,26.25,8.125,0,0,0,0,0,0,40.625,7.5,0,0,0,0,0,17.5,0,0,0,0,375.65,160
butyl heptanoate,CCCCCCC(=O)OCCCC,16.129,60.2151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6559,0,361.05,186
3-ethyl-5-methylphenol,CCc1cc(C)cc(O)c1,22.0588,10.2941,0,0,0,0,0,0,0,0,0,0,28.6765,26.4706,0,0,12.5,0,0,0,0,0,0,0,376.65,136
"(2R,3R)-2,3-dihydroxybutanedioic acid",O=C(O)[C@H](O)[C@@H](O)C(=O)O,0,0,17.3333,0,0,0,0,0,0,0,0,0,0,0,0,22.6667,0,0,0,0,0,0,0,60,482.55,150
"Hexanoic acid, pentyl ester",CCCCCOC(=O)CCCCC,16.129,60.2151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6559,0,361.05,186
"2-Propen-1-ol, 2-methyl-",C=C(C)CO,20.8333,19.4444,0,0,0,0,0,19.4444,0,16.6667,0,0,0,0,0,23.6111,0,0,0,0,0,0,0,0,306.15,72
"Cyclohexanone, 3-methyl-",CC1CCCC(=O)C1,13.3929,0,0,0,50,11.6071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,321.15,112
2-(4-methylcyclohex-3-en-1-yl)propan-2-ol,CC1=CCC(C(C)(C)O)CC1,29.2208,0,0,7.7922,27.2727,8.4416,0,0,0,0,8.4416,7.7922,0,0,0,11.039,0,0,0,0,0,0,0,0,362.55,154
2-methylbutyl acetate,CCC(C)COC(C)=O,34.6154,21.5385,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8462,0,308.15,130
"Benzeneacetic acid, 1-methylethyl ester",CC(C)OC(=O)Cc1ccccc1,16.8539,7.8652,7.3034,0,0,0,0,0,0,0,0,0,36.5169,6.7416,0,0,0,0,0,0,0,0,24.7191,0,370.65,178
"Benzyl alcohol, p-methyl-, acetate (6CI,7CI,8CI)",CC(=O)OCc1ccc(C)cc1,18.2927,8.5366,0,0,0,0,0,0,0,0,0,0,31.7073,14.6341,0,0,0,0,0,0,0,0,26.8293,0,371.15,164
"1-Cyclohexene-1-methanol, 4-(1-methylethenyl)-",C=C(C)C1CC=C(CO)CC1,9.8684,9.2105,0,0,27.6316,8.5526,0,9.2105,0,7.8947,8.5526,7.8947,0,0,0,11.1842,0,0,0,0,0,0,0,0,372.75,152
1-ethoxypentane,CCCCCOCC,25.8621,60.3448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7931,0,0,0,0,0,0,289.55,116
3-ethyl-2-methylpentan-3-ol,CCC(O)(CC)C(C)C,46.1538,21.5385,10,9.2308,0,0,0,0,0,0,0,0,0,0,0,13.0769,0,0,0,0,0,0,0,0,329.75,130
"1,2-Benzenedicarboxylic acid, diisooctyl ester",CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,15.3846,35.8974,6.6667,0,0,0,0,0,0,0,0,0,13.3333,6.1538,0,0,0,0,0,0,0,0,22.5641,0,477.65,390
"Ethanol, 2-(2-butoxyethoxy)-, acetate",CCCCOCCOCCOC(C)=O,14.7059,48.0392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6863,0,0,0,0,21.5686,0,378.15,204
"2,5-dimethylbenzaldehyde",Cc1ccc(C)c(C=O)c1,22.3881,0,0,0,0,0,0,0,0,0,0,0,29.1045,26.8657,0,0,0,0,0,0,0,21.6418,0,0,360.15,134
2tertbutyl6methylphenol,Cc1cccc(C(C)(C)C)c1O,36.5854,0,0,7.3171,0,0,0,0,0,0,0,0,23.7805,21.9512,0,0,10.3659,0,0,0,0,0,0,0,380,164
